customer_id,full_name,total_spent,transaction_count,days_since_registration,avg_order_value
CUST0278,Anthony Hubbard,1801127.67,34,613,6900.872298850575
CUST0846,Michelle Davis,1792367.25,33,651,10862.831818181818
CUST0541,Jenny Martinez,1787224.78,39,42,8804.062955665024
CUST0135,Lisa Stark,1787082.66,33,64,9117.768673469387
CUST0053,Nicole Moore,1785727.13,38,418,9448.291693121693
CUST0214,Sara Moore,1782518.52,37,140,8252.400555555556
CUST0625,Joshua Dunn,1781526.32,34,418,8952.393567839195
CUST0636,Penny Livingston,1778530.15,40,50,7410.542291666667
CUST0026,Casey Holland,1776183.33,52,282,8073.560590909091
CUST0835,Sara Williams,1775378.61,47,295,7017.306758893281
CUST0120,Dakota Richardson,1765653.63,40,60,6739.135992366412
CUST0343,Terrance Morrison,1759546.42,33,264,9562.752282608695
CUST0234,Andrea Wang,1758632.79,37,58,6537.668364312268
CUST0816,Jermaine Clayton,1754045.44,38,463,9088.318341968912
CUST0435,Jason Robinson,1753280.14,35,696,7589.957316017316
CUST0641,Angela Richard,1752917.06,39,318,7243.458925619835
CUST0849,Christopher Rogers,1749809.15,25,732,9407.576075268817
CUST0624,Shawn Ewing,1740012.25,42,384,7909.146590909091
CUST0607,Latoya Baldwin,1732131.4,28,195,10310.305952380952
CUST0085,Carrie Hebert,1731992.74,31,207,8093.424018691589
CUST0527,Rachael Figueroa,1729836.85,40,318,8045.752790697675
CUST0606,Robert Dudley,1727341.07,38,561,8949.953730569949
CUST0802,Matthew Allen,1727281.45,35,542,9758.652259887005
CUST0765,Tricia Keller,1722959.08,41,644,6678.135968992248
CUST0604,Melissa Harvey,1711694.82,40,575,10009.911228070176
CUST0506,Daniel Simmons,1708810.49,32,248,7802.787625570776
CUST0328,Edward Luna,1708741.1,38,195,8175.7947368421055
CUST0763,Elizabeth Allen,1706262.75,41,86,7291.721153846154
CUST0188,Raymond Taylor,1699835.4,41,145,7082.6475
CUST0813,Elizabeth Wilkinson,1694390.43,40,36,10269.032909090909
CUST0478,Dennis White,1689155.95,26,563,11261.039666666667
CUST0355,Michele Jenkins,1682164.01,35,506,9092.778432432433
CUST0645,Justin Brown,1678911.59,41,140,9224.788956043956
CUST0415,Tina Walton,1678510.46,32,303,12620.379398496241
CUST0064,Samantha Kennedy,1677863.4,45,651,7877.292957746479
CUST0548,Colin Chase,1671634.08,40,94,7529.883243243244
CUST0202,Albert Jordan,1667938.97,38,571,9318.094804469274
CUST0159,Steven Garcia,1663725.55,25,248,8710.60497382199
CUST0035,Brian Stone,1655030.67,36,214,7697.817069767442
CUST0894,Shawn Wheeler,1654507.51,39,309,9508.663850574712
CUST0016,Kimberly Jenkins,1649819.33,29,250,8208.056368159205
CUST0102,Jacob Willis,1645015.1,37,666,8479.459278350516
CUST0447,Erika Nolan,1642693.4,34,123,6039.313970588235
CUST0550,Amber Friedman,1636619.06,30,549,7868.360865384615
CUST0967,Mark Powers,1631315.74,34,316,9652.755857988166
CUST0564,Clinton Powell,1631035.38,35,367,7216.970707964601
CUST0160,Ian Morales,1627340.3,42,600,7861.547342995169
CUST0903,Katherine Brady,1622876.09,38,51,7691.355876777251
CUST0947,Anita Williams,1620677.89,45,275,6233.3765
CUST0258,Shelby Berg,1613384.67,31,555,8768.394945652173
CUST0553,Courtney Simmons,1604328.4,30,97,8312.582383419689
CUST0644,Gina Serrano,1603157.81,34,155,8349.780260416666
CUST0037,Joseph Smith,1600846.39,31,51,9585.906526946108
CUST0549,James Larsen,1586134.23,42,338,6836.7854741379315
CUST0706,Carmen Holt,1585446.85,37,224,8907.004775280899
CUST0164,Shaun Davis,1574765.97,37,547,8896.982881355932
CUST0264,Nicholas Walker,1573170.06,38,270,8788.659553072626
CUST0966,Keith Williams,1569027.51,33,583,8214.803717277488
CUST0573,Justin Foley,1564529.44,25,653,9902.085063291139
CUST0907,Jordan Schroeder,1562161.21,39,102,7657.6529901960785
CUST0173,Gina Johnson,1560126.43,43,449,6724.682887931034
CUST0431,Timothy Mendez,1557609.48,33,574,10892.373986013987
CUST0115,Brianna Bell,1555257.64,43,496,7854.836565656566
CUST0024,Johnny Miller,1554062.0,47,278,6317.325203252032
CUST0939,Timothy Barrett,1553000.13,50,726,6090.196588235294
CUST0125,Caleb Joseph,1550132.89,44,618,6920.236116071429
CUST0937,Joel Cardenas,1542466.84,36,126,9701.049308176101
CUST0514,Jonathan Delgado,1529142.25,36,459,6562.842274678112
CUST0376,Monica Huynh,1528308.45,46,484,6016.962401574803
CUST0071,Heather Lutz,1511314.61,33,330,8490.531516853933
CUST0318,Eric Clayton,1510624.29,38,170,9560.913227848101
CUST0451,Sarah Marquez,1506183.76,39,157,6973.072962962963
CUST0296,Rachel Russell,1502393.62,37,86,7120.348909952607
CUST0063,Justin Hines,1489635.84,31,560,7266.516292682927
CUST0246,Cassandra Simmons,1484271.69,32,291,9276.6980625
CUST0180,Jill Webb,1472332.07,33,389,7915.763817204301
CUST0454,Lori Skinner,1471302.66,31,134,7867.928663101604
CUST0304,Christopher Harrison,1461815.32,50,4,6799.141023255814
CUST0113,Derrick Ochoa,1458174.79,37,151,8056.214309392265
CUST0748,Andrew Whitaker,1456713.92,35,210,7071.426796116505
CUST0797,Michael Leach,1453037.77,36,233,7265.18885
CUST0630,Zachary Schmidt,1439521.47,35,675,7576.428789473684
CUST0233,Jesse Roberts,1430791.3,36,488,6533.293607305936
CUST0538,Pamela Gamble,1424277.33,34,312,6782.273
CUST0021,Ronald Meadows,1420045.55,37,561,6228.269956140351
CUST0161,Scott Brown,1411911.36,24,480,13979.320396039604
CUST0380,Melissa Mckinney,1399125.19,36,237,6995.62595
CUST0599,Matthew Gutierrez,1393461.36,36,175,9107.590588235294
CUST0471,Crystal Thomas,1390789.33,35,37,8858.53076433121
CUST0358,Anthony Fowler,1386094.5,42,683,7000.477272727273
CUST0040,Ashlee Sparks,1384843.65,38,395,6238.03445945946
CUST0627,John Parker,1379992.97,29,623,8070.13432748538
CUST0667,Susan Smith,1374256.86,36,657,9543.450416666667
CUST0910,Jamie Kim,1373857.99,37,388,7230.831526315789
CUST0344,Heather Christian,1365034.24,35,572,7418.664347826087
CUST0568,Jasmine Combs,1355138.76,35,526,10928.538387096774
CUST0656,Michelle Miller,1351308.81,30,276,8091.669520958084
CUST0162,Melissa Booth,1343520.76,33,135,9016.917852348994
CUST0128,Jesse Reed,1334520.64,24,212,6093.701552511416
CUST0959,Michele Jackson,1331802.3,35,268,6936.4703125
CUST0269,Daniel Mendoza,1330364.1,37,366,8869.094
CUST0499,Bradley Dominguez,1310120.53,43,462,5369.346434426229
CUST0942,Dennis Evans,1279331.65,20,251,9338.187226277372
CUST0365,Chad Lee,1272542.61,34,612,6878.608702702702
CUST0250,Kaylee Young,1270911.72,31,384,7432.2322807017545
CUST0149,Andrea Cooper,1269215.3,43,357,6043.882380952381
CUST0468,Brett Torres,1264542.66,36,100,6386.579090909091
CUST0821,Danielle Marsh,1263932.37,37,439,7660.196181818182
CUST0048,Brittney Hayes,1262895.55,30,231,8043.9207006369425
CUST0273,Logan Cooper,1245564.54,38,729,6166.161089108911
CUST0603,Jay Johnson,1240684.47,33,59,5538.769955357143
CUST0737,Adam Gonzalez,1236000.94,30,125,7022.732613636364
CUST0687,Amanda Shepard,1227348.22,35,647,8349.307619047619
CUST0593,Robert Smith,1218848.63,32,462,6733.970331491712
CUST0002,Jason Gallagher,1204682.65,23,21,7722.324679487179
CUST0139,Olivia Griffin,1168421.77,31,372,7302.6360625
CUST0036,Stacey Holland,1141830.95,41,452,6308.458287292818
CUST0023,Anthony Rogers,1130317.61,31,600,6109.824918918919
CUST0342,Kristine Lee,1107141.08,31,632,7380.940533333333
CUST0839,Lisa Harris,1101939.22,37,393,6225.645310734463
CUST0708,Mary Anderson,1072853.08,27,247,6462.970361445783
CUST0493,Jennifer Beard,1055889.91,22,387,8515.241209677419
CUST0400,Jennifer Williams,1048675.12,34,380,6355.606787878788
CUST0832,Richard Frey,1021968.52,34,683,6813.123466666667
CUST0870,Michael Meyer,1019586.75,18,265,7608.856343283582
CUST0638,Barry Maxwell,988818.39,27,444,10866.136153846153
CUST0721,Judy Reyes,986439.28,31,409,7096.685467625899
CUST0692,Andrew Mason,925656.64,34,278,6907.885373134329
CUST0968,Richard Sexton,917460.4,37,553,5770.191194968554
CUST0078,Jessica Gallagher,887862.14,34,129,6726.2283333333335
CUST0702,Patricia Chapman,885350.91,37,159,5902.3394
CUST0522,Richard Meyer,877285.62,20,127,7074.8840322580645
CUST0137,Samantha Schroeder,799388.53,28,216,7137.397589285714
